Drug name,Drug ID,Drug target,Target Pathway,Feature Name,n_feature_pos,n_feature_neg,ic50_effect_size,log_ic50_mean_pos,log_ic50_mean_neg,log_max_conc_tested,log_max_conc_tested_2,feature_ic50_t_pval,feature_delta_mean_ic50,feature_pos_ic50_var,feature_neg_ic50_var,feature_pval,tissue_pval,msi_pval,fdr,Tissue Type,Screening Set
"Sunitinib","5","PDGFR, KIT, VEGFR, FLT3, RET, CSF1R","RTK signaling","ASXL1_mut","5","19",".38423681759250233",".35506307993431352","1.1378516896798581","","",".5445518800019622","-.78278860974554454","2.519784856892842","1.9135738201900694",".53457880090515708","",".39936006948295766","0","LAML","GDSC1"
"Sunitinib","5","PDGFR, KIT, VEGFR, FLT3, RET, CSF1R","RTK signaling","CREBBP_mut","3","21",".63331409292805152","2.0921861714617869",".81513995186683397","","",".27318093431846219","1.2770462195949528","1.4859491102514171","2.0620071060438803",".4555798804237492","",".3974265485772448","0","LAML","GDSC1"
"Sunitinib","5","PDGFR, KIT, VEGFR, FLT3, RET, CSF1R","RTK signaling","KRAS_mut","3","21",".087773516679746047","1.1332273871702248",".95213406390848576","","",".71090767983336178",".18109332326173899",".16980205300506007","2.1632241830153616",".8124524744900008","",".40307780021061668","0","LAML","GDSC1"
"Sunitinib","5","PDGFR, KIT, VEGFR, FLT3, RET, CSF1R","RTK signaling","NRAS_mut","7","17","1.0884619252238421","2.3886036726713464",".39260422322879129","","",".0030648865388495992","1.995999449442555",".85342956362062683","2.0858213095534421",".033130893476030036","",".35197739661598215","0","LAML","GDSC1"
"Sunitinib","5","PDGFR, KIT, VEGFR, FLT3, RET, CSF1R","RTK signaling","SACS_mut","3","21",".56066839021072357","1.9689322536207996",".83274765441554655","","",".35715534924002895","1.1361845992052531","1.6363746255651561","2.0614367835668808",".73480737255505357","",".40241863723323335","0","LAML","GDSC1"
"Sunitinib","5","PDGFR, KIT, VEGFR, FLT3, RET, CSF1R","RTK signaling","TP53_mut","12","12",".65867782758797067","1.6176028818316615",".33193857680074473","","",".12154817535677441","1.2856643050309167","1.7314951320146625","2.1498013349413405",".1230650001736158","",".37673209377335981","0","LAML","GDSC1"
"PHA-665752","6","MET","RTK signaling","ASXL1_mut","5","20",".11210249629354983","2.5744205023887701","2.6354341170108486","","",".8641581938138061","-.061013614622078549",".71520654203197198",".50089986220992722",".70533341366952551","",".30822759591155796","0","LAML","GDSC1"
"PHA-665752","6","MET","RTK signaling","CREBBP_mut","3","22",".010497150052497283","2.6181982788667471","2.623917727980027","","",".97885069484427323","-.0057194491132799286",".28623409942366246",".56332933460386891",".71872990106257284","",".30837331582425515","0","LAML","GDSC1"
"PHA-665752","6","MET","RTK signaling","KRAS_mut","3","22",".57106308947653461","2.8920581318755438","2.5865732025697366","","",".41584811755263323",".30548492930580728",".51315420897790975",".53696958181403476",".42311800886945383","",".30275502708920188","0","LAML","GDSC1"
"PHA-665752","6","MET","RTK signaling","NRAS_mut","7","18","1.4348497125140212","3.0905027337353426","2.4415147620007458","","",".00020735020458577226",".64898797173459677",".22368057725948712",".5090425063943943",".0015675205184861307","",".20324051503087123","0","LAML","GDSC1"
"PHA-665752","6","MET","RTK signaling","SACS_mut","3","22",".78912109418695808","2.257703489109038","2.6730761084015322","","",".27389962323781014","-.41537261929249425",".48744261435101544",".52993232040917782",".49769780198278046","",".30474941053960952","0","LAML","GDSC1"
"PHA-665752","6","MET","RTK signaling","TP53_mut","12","13",".88527613159204477","2.8510055190892154","2.412978355622327","","",".03564005619984674",".43802716346688841",".41580668492626216",".55744826104150158",".03523500213346889","",".2614925707719174","0","LAML","GDSC1"
"MG-132","9","Proteasome, CAPN1","Protein stability and degradation","ASXL1_mut","5","20",".97346435264397135",".69227452478850682","-.50881783425580085","","",".02587875816028232","1.2010923590443077",".79753053146210928","1.3072607839232055",".059359668195047663","",".75480425757140024","0","LAML","GDSC1"
"MG-132","9","Proteasome, CAPN1","Protein stability and degradation","CREBBP_mut","3","22",".55982654837935641","-.91313202354726652","-.18070854502416747","","",".57950986798607984","-.73242347852309908","1.9165095168283024","1.2348542536629812",".29779029032264137","",".76805748467156987","0","LAML","GDSC1"
"MG-132","9","Proteasome, CAPN1","Protein stability and degradation","KRAS_mut","3","22",".13821543713132936","-.10681121851893456","-.29066138207348541","","",".88106845343837947",".18385016355455086","1.8475294263625626","1.269953716967744",".80231395577554088","",".77333903752668365","0","LAML","GDSC1"
"MG-132","9","Proteasome, CAPN1","Protein stability and degradation","NRAS_mut","7","18",".9702751306810129",".57840062747378818","-.59798824741611112","","",".091757518966994231","1.1763888748898994","1.4921427667355787","1.0968040692262688",".046805967884094496","",".75261017530772123","0","LAML","GDSC1"
"MG-132","9","Proteasome, CAPN1","Protein stability and degradation","SACS_mut","3","22",".29432441605443299","-.61179643409308548","-.22179976176791938","","",".72982660554495937","-.3899966723251661","1.6694203761993214","1.2874657585486822",".24358284765803392","",".76661252244678313","0","LAML","GDSC1"
"MG-132","9","Proteasome, CAPN1","Protein stability and degradation","TP53_mut","12","13","1.2503119511234102",".45688961912448894","-.93828149928210369","","",".0076380278484082095","1.3951711184065927","1.4234423850510873",".72744701157970626",".0057703947752754895","",".73147982708382386","0","LAML","GDSC1"
"Paclitaxel","11","Microtubule stabiliser","Mitosis","ASXL1_mut","5","19",".1602042125638429","-3.3502911190361209","-3.0722419335117817","","",".78381496619332491","-.27804918552433922","1.9815075204407655","1.6760515746579927",".83759834112742393","",".48607718139134071","96.704734077323224","LAML","GDSC1"
"Paclitaxel","11","Microtubule stabiliser","Mitosis","CREBBP_mut","3","21",".17604512865193783","-2.8626966199763935","-3.1683791653321562","","",".83231042213097584",".30568254535576278","2.1504548793433109","1.6894081065999125",".96704734077323229","",".48650059951117164","96.704734077323224","LAML","GDSC1"
"Paclitaxel","11","Microtubule stabiliser","Mitosis","KRAS_mut","3","21",".92351485898694408","-4.4694007192262637","-2.9388500082964604","","",".00064861172974875969","-1.5305507109298033",".017032590399444682","1.7381933877278453",".17667792488402165","",".46714829407445779","35.335584976804327","LAML","GDSC1"
"Paclitaxel","11","Microtubule stabiliser","Mitosis","NRAS_mut","7","17",".84887627182086256","-2.159991109355158","-3.5296537980246088","","",".094264359725784841","1.3696626886694507","1.6898817816961604","1.583908847679675",".09123040730493874","",".45608067262703722","27.369122191481623","LAML","GDSC1"
"Paclitaxel","11","Microtubule stabiliser","Mitosis","SACS_mut","3","21",".24905000226061474","-2.7524735397944569","-3.184125319643861","","",".75391857752035507",".43165177984940417","2.0312135334270263","1.7005210491345701",".78336565108410283","",".48572427326329926","96.704734077323224","LAML","GDSC1"
"Paclitaxel","11","Microtubule stabiliser","Mitosis","TP53_mut","12","12","1.4151743626410331","-2.1402585844173672","-4.1200791099080041","","",".0032246394296466334","1.9798205254906369","1.7830739569360725",".85733075132717618",".0024013939221329216","",".38533167065256879","1.4408363532797528","LAML","GDSC1"
"Cyclopamine","17","SMO","Other","ASXL1_mut","5","20",".57350882907856515","4.6502423728639553","4.1407821448223654","","",".17852967260068067",".50946022804158986",".62643600549963174",".9341463615316089",".34160877614038798","",".20143694561065548","68.321755228077606","LAML","GDSC1"
"Cyclopamine","17","SMO","Other","CREBBP_mut","3","22",".52800145378783614","3.8249138626324943","4.2996415078577082","","",".48662711552029664","-.47472764522521382",".9567253938165805",".89342125066304701",".66367273087371259","",".20869577773168871","79.640727704845503","LAML","GDSC1"
"Cyclopamine","17","SMO","Other","KRAS_mut","3","22",".22339060277276823","4.063631543351792","4.2670890968505324","","",".82672504719558826","-.2034575534987404","1.3978990434580878",".84993893433363688",".61264392482409047","",".20800994482781024","79.640727704845503","LAML","GDSC1"
"Cyclopamine","17","SMO","Other","NRAS_mut","7","18",".82098951521473862","4.7466448797571852","4.0466855890259321","","",".038311533803808424",".69995929073125307",".58996404746477971",".92768491147726362",".043114794154887157","",".17017658191061871","25.868876492932291","LAML","GDSC1"
"Cyclopamine","17","SMO","Other","SACS_mut","3","22",".61928795112118973","3.7555161759791655","4.3091048287649807","","",".47108139641461161","-.55358865278581515","1.0769002866723745",".87448930241081446",".95960442014060099","",".21060159740406442","95.960442014060092","LAML","GDSC1"
"Cyclopamine","17","SMO","Other","TP53_mut","12","13",".46756483563702983","4.4584399346835903","4.0435058111203084","","",".2510646262772388",".41493412356328196",".78922716438444618",".96875472968298926",".24132092145895154","",".19672725012635608","68.321755228077606","LAML","GDSC1"
"AZ628","29","BRAF","ERK MAPK signaling","ASXL1_mut","5","20",".36503451416534932",".57960241604992557","-.13855286474209186","","",".45885535310342052",".7181552807920174","1.7827401749755465","2.0040645026851722",".36199672246715375","",".23911017480767682","0","LAML","GDSC1"
"AZ628","29","BRAF","ERK MAPK signaling","CREBBP_mut","3","22",".77525504536530443","1.3181857185545154","-.17398192592071615","","",".33176819914684413","1.4921676444752316","2.0377892557199551","1.9136297403245266",".38365157163438235","",".23987183534713064","0","LAML","GDSC1"
"AZ628","29","BRAF","ERK MAPK signaling","KRAS_mut","3","22",".33472264912597394","-.57736315092633717",".084502010826672844","","",".31628321758223638","-.66186516175301002",".74993154898974368","2.0563903498098619",".67848949051425422","",".24610454757285166","0","LAML","GDSC1"
"AZ628","29","BRAF","ERK MAPK signaling","NRAS_mut","7","18",".30796732024330087",".44182480269702173","-.1647677129706312","","",".52022069728008069",".60659251566765293","2.0897097182689248","1.9255105270069757",".60299948447775797","",".24505470498635834","0","LAML","GDSC1"
"AZ628","29","BRAF","ERK MAPK signaling","SACS_mut","3","22","1.0248992659601937","1.7006007321116494","-.2261294277694163","","",".12129176824637623","1.9267301598810658","1.4097136487403432","1.918702759332839",".28736244599257837","",".23593174238769765","0","LAML","GDSC1"
"AZ628","29","BRAF","ERK MAPK signaling","TP53_mut","12","13",".77978425051792533",".75269584625942709","-.6850304130542566","","",".066772419717286813","1.4377262593136837","2.0269391987239205","1.6581393227210266",".063045504746372605","",".21177021118687667","0","LAML","GDSC1"
"Sorafenib","30","PDGFR, KIT, VEGFR, RAF","RTK signaling","ASXL1_mut","5","17",".33064062769224106",".9668840809234821","1.4835270227049588","","",".70846839842549314","-.51664294178147674","2.8375542085145846","1.0193280751483562",".63729718221484921","",".31888704073098567","92.787258704469949","LAML","GDSC1"
"Sorafenib","30","PDGFR, KIT, VEGFR, RAF","RTK signaling","CREBBP_mut","3","19",".26647403818285265","1.7278260504757099","1.3089948231144515","","",".53907938537174993",".41883122736125844",".88156361808980865","1.6305044828126105",".92787258704469944","",".32161309178848591","92.787258704469949","LAML","GDSC1"
"Sorafenib","30","PDGFR, KIT, VEGFR, RAF","RTK signaling","KRAS_mut","3","19",".48102809420937676","2.0124473501981099","1.2640546178951253","","",".20301941725154632",".74839273230298464",".65901900011681325","1.6251983463829422",".36997556012983823","",".31148848740693996","79.935873216705446","LAML","GDSC1"
"Sorafenib","30","PDGFR, KIT, VEGFR, RAF","RTK signaling","NRAS_mut","7","15",".74332082634828256","2.1182892948408236","1.0150903151143964","","",".088702043777387218","1.1031989797264272","1.1821020140160163","1.5961960031959161",".15170571751973944","",".29560569768006656","79.935873216705446","LAML","GDSC1"
"Sorafenib","30","PDGFR, KIT, VEGFR, RAF","RTK signaling","SACS_mut","3","19",".47373936710452835","2.0029325237865252","1.2655569589074809","","",".27638644243545551",".73737556487904432",".82387817995672141","1.6175483167790312",".92550834474593835","",".32160611864061411","92.787258704469949","LAML","GDSC1"
"Sorafenib","30","PDGFR, KIT, VEGFR, RAF","RTK signaling","TP53_mut","12","10",".35479526348789597","1.6164871817893112","1.0656533609129972","","",".38811972552780094",".55083382087631394","1.9776499593023826",".7590573827096303",".39967936608352728","",".31268978802122982","79.935873216705446","LAML","GDSC1"
"Tozasertib","32","AURKA, AURKB, AURKC, others","Mitosis","ASXL1_mut","4","20",".17123091062709883",".72851650880190966",".41573528103345164","","",".79853484868887137",".31278122776845801","2.146542877520154","1.7708820044487408",".71913540994073788","",".69139266969182245","98.601367723082177","LAML","GDSC1"
"Tozasertib","32","AURKA, AURKB, AURKC, others","Mitosis","CREBBP_mut","3","21",".16356684761114867",".72946220326841404",".43049452600340143","","",".79564528217278363",".29896767726501261","1.6766691844405466","1.8422325907162",".89763315663241272","",".69219360387004436","98.601367723082177","LAML","GDSC1"
"Tozasertib","32","AURKA, AURKB, AURKC, others","Mitosis","KRAS_mut","3","21",".10897264919398066",".29342827219000694",".4927850875860309","","",".8191393252770337","-.19935681539602396","1.2103441557160193","1.8801501624940518",".89921398862549229","",".69219722170946518","98.601367723082177","LAML","GDSC1"
"Tozasertib","32","AURKA, AURKB, AURKC, others","Mitosis","NRAS_mut","7","17","1.4803232883195594","2.0384331403718363","-.17883884274859896","","",".00052725202933380413","2.2172719831204351",".9316139441623541","1.6611258890571772",".0044695484702991835","",".63022735698906573","2.6817290821795101","LAML","GDSC1"
"Tozasertib","32","AURKA, AURKB, AURKC, others","Mitosis","SACS_mut","3","21",".19513515852949573",".7797402767603101",".42331194407598777","","",".7498129911556346",".35642833268432234","1.6110495357317474","1.8467409146198195",".98601367723082178","",".69230882382574099","98.601367723082177","LAML","GDSC1"
"Tozasertib","32","AURKA, AURKB, AURKC, others","Mitosis","TP53_mut","12","12",".92479931713390595","1.2301424567340093","-.29441148541095347","","",".033693528521095542","1.5245539421449628","1.6711752682468344","1.6255572884654774",".037276446313438349","",".6601888826846356","11.182933894031505","LAML","GDSC1"
"Imatinib","34","ABL, KIT, PDGFR","Other, kinases","ASXL1_mut","5","20",".77994108615292135","3.0565847919669307","2.5006669254698108","","",".13144397565263138",".55591786649711983",".62953256450671058",".72908264303195947",".1506034195883548","",".72157899940097081","0","LAML","GDSC1"
"Imatinib","34","ABL, KIT, PDGFR","Other, kinases","CREBBP_mut","3","22",".007473013355054613","2.6167795432049434","2.6111783563461839","","",".98220173664696042",".0056011868587595437",".30457769638060778",".77874973764537603",".89061522360770262","",".73398166034036838","0","LAML","GDSC1"
"Imatinib","34","ABL, KIT, PDGFR","Other, kinases","KRAS_mut","3","22","1.0097927575738015","3.2420324011389714","2.5259166029915434","","",".043539900143809096",".71611579814742798",".36294182005493503",".73367272533236683",".1293415873182325","",".72012712069477625","0","LAML","GDSC1"
"Imatinib","34","ABL, KIT, PDGFR","Other, kinases","NRAS_mut","7","18",".66033681455211846","2.9523115751564935","2.4794489690630788","","",".050832991651497079",".47286260609341468",".33762098850358829",".80841986139460287",".14046692723443932","",".72091849297014243","0","LAML","GDSC1"
"Imatinib","34","ABL, KIT, PDGFR","Other, kinases","SACS_mut","3","22",".35097472808856028","2.3819735586533262","2.6431973542395863","","",".29489045248582196","-.26122379558626019",".28218622679696137",".77403353223989124",".64404886277447715","",".73282470718144865","0","LAML","GDSC1"
"Imatinib","34","ABL, KIT, PDGFR","Other, kinases","TP53_mut","12","13","1.0540594302729105","2.9719675410153203","2.2794347674651556","","",".014663961301646589",".69253277355016474",".41305587041033737",".81912612386525385",".016694333740088","",".69809743722020678","0","LAML","GDSC1"
"NVP-TAE684","35","ALK","RTK signaling","ASXL1_mut","5","20",".44552402189278023","-.17696004614915944",".37357792120898203","","",".35447194961608264","-.55053796735814142","1.0692702351814887","1.2679677022458475",".45549644112943888","",".3810837026202224","0","LAML","GDSC1"
"NVP-TAE684","35","ALK","RTK signaling","CREBBP_mut","3","22",".60437733264542659",".91834452130468147",".17416930134180905","","",".56826237556517945",".74417521996287239","1.8881950024053868","1.1493318797679604",".48906188949436591","",".38193569469397792","0","LAML","GDSC1"
"NVP-TAE684","35","ALK","RTK signaling","KRAS_mut","3","22",".54672821965550467","-.33111540512003207",".3445502003997245","","",".39222749607031854","-.67566560551975652","1.0654277769900136","1.2508535611179017",".43869341752953828","",".38061860214709986","0","LAML","GDSC1"
"NVP-TAE684","35","ALK","RTK signaling","NRAS_mut","7","18","2.1152183667534117","1.6236443386513073","-.26548623206251709","","",".0017017139711063491","1.8891305707138244","1.0231898161394311",".84242279466676351",".0001584738066807247","",".2320837510185165","0","LAML","GDSC1"
"NVP-TAE684","35","ALK","RTK signaling","SACS_mut","3","22",".72377547018644228","1.0409567891705322",".15744944663282942","","",".46530190530645954",".8835073425377028","1.6992111428601264","1.1649124498880072",".47528771361918165","",".38159790002505267","0","LAML","GDSC1"
"NVP-TAE684","35","ALK","RTK signaling","TP53_mut","12","13",".89389042901944105",".7930931732628913","-.22541229890160411","","",".041049138711274698","1.0185054721644955","1.3644765358708482",".88411819343951392",".037281025883918059","",".3397135913887982","0","LAML","GDSC1"
"Crizotinib","37","MET, ALK, ROS1","RTK signaling","ASXL1_mut","5","20",".14688783205823241","2.1894250933793566","2.0590395768422467","","",".76586202103438195",".13038551653710995",".82463110625856284",".9003595823115258",".98086951322896876","",".064974125574134345","98.08695132289688","LAML","GDSC1"
"Crizotinib","37","MET, ALK, ROS1","RTK signaling","CREBBP_mut","3","22",".25086042068027248","2.2807346460852087","2.0584415029766405","","",".50986498654558776",".22229314310856818",".42549271982047548",".9180161281481255",".23912130193544928","",".057287831427562046","47.824260387089865","LAML","GDSC1"
"Crizotinib","37","MET, ALK, ROS1","RTK signaling","KRAS_mut","3","22",".39011383306913155","2.3877873430704741","2.0438434079331955","","",".43894848338315789",".34394393513727861",".59409802614102092",".90427970291473736",".65104526424372922","",".063803719786532861","79.971850355355173","LAML","GDSC1"
"Crizotinib","37","MET, ALK, ROS1","RTK signaling","NRAS_mut","7","18","1.1799744413277167","2.746478859437004","1.827920277093483","","",".00058942599904821251",".91855858234352095",".23073862409492762",".89503290548853098",".0024412764946937838","",".025050233394743746","1.4647658968162705","LAML","GDSC1"
"Crizotinib","37","MET, ALK, ROS1","RTK signaling","SACS_mut","3","22","1.1285555112971792","1.260154883788845","2.1976114705625083","","",".45348085462439314","-.93745658677366328","1.7567278361243921",".67956865027390922",".66643208629462647","",".063910911288591235","79.971850355355173","LAML","GDSC1"
"Crizotinib","37","MET, ALK, ROS1","RTK signaling","TP53_mut","12","13",".89441495635847335","2.4600441217466371","1.7390298109832365","","",".033993738598865092",".72101431076340061",".55264439714896862",".98263492761798066",".02303637233575382","",".039388363030431292","6.9109117007261469","LAML","GDSC1"
"Saracatinib","38","ABL, SRC","Other, kinases","ASXL1_mut","5","20",".58300310102246411","3.0118251301376349","2.2777378893246167","","",".079133281342944867",".73408724081301813",".55557468693654555","1.3617092012663319",".38210754472300368","",".0017783671415901355","0","LAML","GDSC1"
"Saracatinib","38","ABL, SRC","Other, kinases","CREBBP_mut","3","22",".12031215980048678","2.5616370163753071","2.4058623812752091","","",".64013159701742883",".15577463510009792",".26982461410784303","1.3524458280979545",".11819813011005501","",".0012648234806076492","0","LAML","GDSC1"
"Saracatinib","38","ABL, SRC","Other, kinases","KRAS_mut","3","22",".79419793539105288","3.2990977914108472","2.305299548315817","","",".022172207282582231",".99379824309503029",".40945016000963219","1.3034445416679434",".24993825566670336","",".0015898552963116747","0","LAML","GDSC1"
"Saracatinib","38","ABL, SRC","Other, kinases","NRAS_mut","7","18",".58222650037315238","2.9486538366892785","2.2207392544641973","","",".057453703613368601",".72791458222508121",".33168590056960512","1.4408002365219827",".031439377048197159","",".00079254917868735726","0","LAML","GDSC1"
"Saracatinib","38","ABL, SRC","Other, kinases","SACS_mut","3","22","1.7575978883104668",".70249861346746822","2.6593812543990052","","",".37443317819618044","-1.956882640931537","2.9894766395166732",".71171979440741384",".73774790723031169","",".0020219813343187272","0","LAML","GDSC1"
"Saracatinib","38","ABL, SRC","Other, kinases","TP53_mut","12","13",".74341790923923534","2.8916943449597561","1.9933500998202631","","",".074822446189802119",".89834424513949296",".45610643678594076","1.6149507913050101",".024071114161820957","",".00071585293499114495","0","LAML","GDSC1"
"S-Trityl-L-cysteine","41","KIF11","Mitosis","ASXL1_mut","5","20",".068728837078302976",".81936650142026257",".9221239751503717","","",".89560245888952728","-.10275747373010913","1.5052012938253634","1.4929821546536308",".94614434415625415","",".65179619985253479","94.614434415625411","LAML","GDSC1"
"S-Trityl-L-cysteine","41","KIF11","Mitosis","CREBBP_mut","3","22",".17338874122766654","1.1294010926753606",".87050494236739406","","",".85019282409668206",".25889615030796653","2.0565917135655893","1.4279453753887974",".90055124613395376","",".65171301231472567","94.614434415625411","LAML","GDSC1"
"S-Trityl-L-cysteine","41","KIF11","Mitosis","KRAS_mut","3","22",".71894477633389731","-.017850824628886763","1.026948385636155","","",".0099843162394644084","-1.0447992102650416",".29317877640235546","1.5181745442451597",".28280790736149691","",".64306007327110837","56.56158147229938","LAML","GDSC1"
"S-Trityl-L-cysteine","41","KIF11","Mitosis","NRAS_mut","7","18",".93183830089409292","1.8213906166692833",".54386542741243127","","",".084436430739538368","1.277525189256852","1.554891823415731","1.2998622401236297",".058339710970480629","",".62398685415932187","17.501913291144188","LAML","GDSC1"
"S-Trityl-L-cysteine","41","KIF11","Mitosis","SACS_mut","3","22",".053536871991182018",".97202831684944424",".89196486634365513","","",".95668503005239725",".080063450505789113","2.2282118423530881","1.4059211496654029",".64495328131531604","",".65022982687536168","94.614434415625411","LAML","GDSC1"
"S-Trityl-L-cysteine","41","KIF11","Mitosis","TP53_mut","12","13","1.1854626965652255","1.6860937040277806",".17739904321349076","","",".01083128829126543","1.5086946608142897","1.6348177589361035",".80898716361664591",".0081785483591780197","",".59586112912294975","4.9071290155068112","LAML","GDSC1"
"Z-LLNle-CHO","45","gamma-secretase","Other","ASXL1_mut","5","20",".36564614723828981",".76381670416768144",".45565133339389419","","",".35121465101242599",".30816537077378725",".54604292915065389",".89278963573616144",".38057239148973265","",".32243953262279151","0","LAML","GDSC1"
"Z-LLNle-CHO","45","gamma-secretase","Other","CREBBP_mut","3","22",".54709971180703565",".11370583893452764",".57231784872330493","","",".66142780627707043","-.45861200978877731","1.5510435822850086",".73517662669087647",".19115220785617024","",".31210863975712366","0","LAML","GDSC1"
"Z-LLNle-CHO","45","gamma-secretase","Other","KRAS_mut","3","22",".19874166867733725",".36851850210475123",".53757066738191073","","",".79730125134683028","-.16905216527715949",".97459784885557232",".83784811998659747",".83148383599362896","",".33039826512077763","0","LAML","GDSC1"
"Z-LLNle-CHO","45","gamma-secretase","Other","NRAS_mut","7","18",".25315886076158911",".67160053138267461",".45727258161319839","","",".54455530998971979",".21432794976947622",".72594011335452713",".88528673808285208",".6736679801112051","",".32894560690777463","0","LAML","GDSC1"
"Z-LLNle-CHO","45","gamma-secretase","Other","SACS_mut","3","22",".084225190128759245",".45412151723235422",".52589752895541964","","",".93680615889299923","-.071776011723065414","1.3714535784393644",".78502465439181734",".11568320708769357","",".30369979466168823","0","LAML","GDSC1"
"Z-LLNle-CHO","45","gamma-secretase","Other","TP53_mut","12","13","1.0056623850398241",".91221356829422751",".1527344130142739","","",".026995114704267933",".75947915527995358",".98150850860644545",".45831888306083257",".019917685401989776","",".27158849116844047","0","LAML","GDSC1"
"Dasatinib","51","ABL, SRC, Ephrins, PDGFR, KIT","RTK signaling","ASXL1_mut","5","19",".45567669318943033","2.1218055362122525","1.1740963479022937","","",".26067841956619614",".94770918830995887","1.3735554488458017","2.2062340087783463",".56217115336769596","",".0069627195771493865","0","LAML","GDSC1"
"Dasatinib","51","ABL, SRC, Ephrins, PDGFR, KIT","RTK signaling","CREBBP_mut","3","21",".31782865748155303","1.9571106619732987","1.2878822050135688","","",".24014093888033095",".66922845695972999",".46373589181414099","2.203525436537908",".078861932284784497","",".0043176170739216589","0","LAML","GDSC1"
"Dasatinib","51","ABL, SRC, Ephrins, PDGFR, KIT","RTK signaling","KRAS_mut","3","21",".88785720120268541","2.9448449722794039","1.1467773035412681","","",".0059548168374284104","1.7980676687381358",".53386061525956463","2.1173034208627599",".20015598681012195","",".0055780713684217076","0","LAML","GDSC1"
"Dasatinib","51","ABL, SRC, Ephrins, PDGFR, KIT","RTK signaling","NRAS_mut","7","17",".80922974706462336","2.5049772756709188",".90482455067696499","","",".013004028449580997","1.6001527249939538",".43581331981388882","2.3032705404509479",".010677653608515263","",".002249403952730935","0","LAML","GDSC1"
"Dasatinib","51","ABL, SRC, Ephrins, PDGFR, KIT","RTK signaling","SACS_mut","3","21","1.458855596358807","-1.0431739468634789","1.7164942919902511","","",".43111126598698601","-2.7596682388537301","4.8840632058880447","1.2453252433789348",".88261834137040895","",".0073348552788849155","0","LAML","GDSC1"
